Receiving NPO Name*,UEN
Food From The Heart,200721064R
Xin Yuan Community Care,T05SS0150E
National Heritage Board - National Heritage Fund,T03CC1717K
Singapore Art Museum,201330746G
Assisi Hospice,201208993Z
Caregivers Alliance Limited,201131617N
Singapore Red Cross Society,S86CC0370E
ITSRAININGRAINCOATS LTD.,202040087Z
Asia Pacific Hospice Palliative Care Network (APHN),T01SS0003A
Caregivers Alliance Limited,201131617N
Caregivers Alliance Limited,201131617N
New Redeemer's Fellowship Society,T07SS0228C
Garden City Fund,T02CC1634C
Singapore Red Cross Society,S86CC0370E
Caregivers Alliance Limited,201131617N
Darul Ihsan Orphanage,T07CC3022A
Singapore University of Social Sciences,200504979Z
SGH Health Development Fund,201624016E
Cheng Hong Welfare Service Society,T04SS0148G
Ronald McDonald House Charities Singapore,S98SS0006C
Caregivers Alliance Limited,201131617N
Metropolitan YMCA Singapore,S63SS0006B
SINGAPORE NATIONAL STROKE ASSOCIATION,S96SS0196G
Samaritans of Singapore,S69SS0047D
Cerebral Palsy Alliance Singapore,S60SS0003K
Caregivers Alliance Limited,201131617N
365 Cancer Prevention Society,T03SS0046H
Singapore Red Cross Society,S86CC0370E
Lions Befrienders Service Association,S95SS0076A
Caregivers Alliance Limited,201131617N
Caregivers Alliance Limited,201131617N
AWWA Ltd,201500785Z
Singapore University of Social Sciences,200504979Z
NeuGen Fund,S00CC0006G
Lakeside Family Services,S97SS0022B
Singapore Repertory Theatre,199301614N
Caregivers Alliance Limited,201131617N
Education Fund,T06CC3002H
Society for the Prevention of Cruelty to Animals,S61SS0060B
Singapore Red Cross Society,S86CC0370E
AWARE,S85SS0089B
Club Rainbow (Singapore),S92SS0137H
AWARE,S85SS0089B
AWARE,S85SS0089B
Centre for Fathering Ltd,200101825N
Children's Wishing Well,200201465K
Singapore Red Cross Society,S86CC0370E
Blessed Grace Social Services Limited,201407233M
Caregivers Alliance Limited,201131617N
Caregivers Alliance Limited,201131617N
Caregivers Alliance Limited,201131617N
SINGAPORE NATIONAL STROKE ASSOCIATION,S96SS0196G
Singapore Planned Families Association,S63SS0018K
Singapore Planned Families Association,S63SS0018K
Caregivers Alliance Limited,201131617N
Rare Disease Fund,201624016E
Brahm Centre Ltd,200200167M
Infant Jesus Homes & Children's Centres,S92CC0888D
Caregivers Alliance Limited,201131617N
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
ACRES,T01SS0121K
Caregivers Alliance Limited,201131617N
SMA CHARITY FUND,201305017E
Bartley Community Care Services,T01SS0004H
Yayasan MENDAKI,198902633C
Garden City Fund,T02CC1634C
Cerebral Palsy Alliance Singapore,S60SS0003K
Caregivers Alliance Limited,201131617N
Garden City Fund,T02CC1634C
YMCA of Singapore,S61SS0045E
Caregivers Alliance Limited,201131617N
SSVP Ltd,201906514D
Extraordinary People Limited,201719854W
Sathya Sai Social Service (Singapore),S96SS0160E
Blossom Seeds Limited,201304904N
ITSRAININGRAINCOATS LTD.,202040087Z
365 Cancer Prevention Society,T03SS0046H
Focus on the Family Singapore Limited,200108115N
ITSRAININGRAINCOATS LTD.,202040087Z
AMBULANCE WISH (SINGAPORE) LTD.,201916704W
HANDICAPS WELFARE ASSOCIATION,S69SS0057J
Community Chest,T03CC1692B
Methodist Welfare Services,S81SS0088H
Lutheran Community Care Services Limited,200207586Z
Metta Welfare Association,S94SS0081K
Shan You,S95SS0103B
The RICE Company Limited,201408699H
Society for the Prevention of Cruelty to Animals,S61SS0060B
The RICE Company Limited,201408699H
NUHS Fund Limited,201203593Z
SAGE Counselling Centre,T08SS0025E
Singapore Cancer Society,S65SS0033F
Care Corner Singapore Ltd,198105641M
Blossom Seeds Limited,201304904N
HCA Hospice Limited,202114297R
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
NGEE ANN POLYTECHNIC FUND,T08CC3009A
Care for the Elderly Foundation (Singapore),S95SS0134B
Community Chest,T03CC1692B
Caregivers Alliance Limited,201131617N
The Community Justice Centre,201231446R
The RICE Company Limited,201408699H
Mercy Relief,200306035Z
FootballPlus Ltd,201329363K
REACH Community Services Society,S98SS0144L
KKH Health Fund,201624016E
Community Chest,T03CC1692B
SGH Health Development Fund,201624016E
Care Corner Singapore Ltd,198105641M
Singapore Red Cross Society,S86CC0370E
Nam Hong Welfare Service Society,T07SS0086D
BEYOND SOCIAL SERVICES,S87SS0025J
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
St Luke's Hospital,199205095C
Singapore University of Social Sciences,200504979Z
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
The RICE Company Limited,201408699H
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
Avant Theatre & Language,201105101N
Community Chest,T03CC1692B
Community Chest,T03CC1692B
The RICE Company Limited,201408699H
New Hope Community Services,T04SS0026C
Club HEAL,T12SS0028K
Caregivers Alliance Limited,201131617N
The RICE Company Limited,201408699H
Transient Workers Count Too,T04SS0088C
Community Chest,T03CC1692B
SINGAPORE NATIONAL STROKE ASSOCIATION,S96SS0196G
Caregivers Alliance Limited,201131617N
Geylang East Home For The Aged,T01SS0110J
FaithActs,T04SS0050J
Children's Aid Society,S62SS0031K
BEYOND SOCIAL SERVICES,S87SS0025J
SINGAPORE HERITAGE SOCIETY,S87SS0042J
Blossom World Society,T08SS0161K
Tsao Foundation,199302114W
Singapore University of Social Sciences,200504979Z
Community Chest,T03CC1692B
FaithActs,T04SS0050J
The RICE Company Limited,201408699H
Community Chest,T03CC1692B
Blossom World Society,T08SS0161K
Cerebral Palsy Alliance Singapore,S60SS0003K
Cerebral Palsy Alliance Singapore,S60SS0003K
Cerebral Palsy Alliance Singapore,S60SS0003K
Caregivers Alliance Limited,201131617N
Caregivers Alliance Limited,201131617N
Children's Cancer Foundation,201934434R
NeuGen Fund,S00CC0006G
Community Chest,T03CC1692B
SATA COMMHEALTH,194700119G
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Garden City Fund,T02CC1634C
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Singapore Children's Society,S62SS0057G
Community Chest,T03CC1692B
Sree Narayana Mission (Singapore),S48SS0016D
Ren Ci Hospital,201018593M
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Curious Thoughts Giving Limited,201718734C
Community Chest,T03CC1692B
#CHECKED LIMITED,200920810R
Kidney Dialysis Foundation,199600830Z
Caritas Singapore Community Council - The Caritas Singapore Agape Fund,T06CC2001K
Children's Cancer Foundation,201934434R
CGH Health Fund,201624016E
Singapore Red Cross Society,S86CC0370E
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Community Chest,T03CC1692B
Save Our Street Dogs,T12SS0058C
Parkinson Society Singapore,S96SS0203J
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Ling Kwang Home for Senior Citizens,T08SS0070F
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
Babes Pregnancy Crisis Support Ltd,201314611H
Community Chest,T03CC1692B
Noah's Ark Companion Animal Rescue & Education Society,T05SS0171L
Community Chest,T03CC1692B
FootballPlus Ltd,201329363K
The Bone Marrow Donor Programme,S93SS0141J
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
Parkinson Society Singapore,S96SS0203J
Community Chest,T03CC1692B
Rainbow Centre,S92SS0061A
Muscular Dystrophy Association (Singapore),T00SS0094D
IC@RE HUB LTD.,201307803W
IC@RE HUB LTD.,201307803W
Society for the Prevention of Cruelty to Animals,S61SS0060B
ACRES,T01SS0121K
Project Orbis International Inc (Singapore) Ltd,201332607E
Community Chest,T03CC1692B
Caregivers Alliance Limited,201131617N
Community Chest,T03CC1692B
FOUNDATION OF ROTARY CLUBS (S) LTD,199300813R
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Animal Lovers League,T02SS0040E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Equal-Ark Singapore Ltd,201536378N
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Ling Kwang Home for Senior Citizens,T08SS0070F
Community Chest,T03CC1692B
HCA Hospice Limited,202114297R
The RICE Company Limited,201408699H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Singapore Association for Mental Health,S68SS0038A
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Singapore Association for Mental Health,S68SS0038A
NUHS Fund Limited,201203593Z
NCCS Cancer Fund,201624016E
Habitat for Humanity Singapore Ltd,200201617W
Community Chest,T03CC1692B
Community Chest,T03CC1692B
St Luke's Hospital,199205095C
Community Chest,T03CC1692B
Christian Outreach to the Handicapped,S87SS0014H
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Casa Raudha Ltd.,201713778N
Community Chest,T03CC1692B
Community Chest,T03CC1692B
AMKFSC Community Services,201229817Z
Caregivers Alliance Limited,201131617N
Singapore Red Cross Society,S86CC0370E
Lawn Bowls Association for the Disabled (Singapore),T04SS0110B
The RICE Company Limited,201408699H
Aidha Ltd,201006653E
AWARE,S85SS0089B
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Singapore Association for Mental Health,S68SS0038A
aLife Ltd,200204369H
Diabetes Singapore,S71SS0043E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Children's Aid Society,S62SS0031K
Bethel Community Services,T04SS0113A
Singapore Red Cross Society,S86CC0370E
Bright Horizons Fund by NTUC First Campus Co-operative Limited,200818009N
The Red Pencil (Singapore),201113675E
Community Chest,T03CC1692B
Art Photography Centre Ltd,201215478E
SINGAPORE HEART FOUNDATION,S70SS0007H
Singapore Road Safety Council,T09SS0253D
Community Chest,T03CC1692B
SOCIETY FOR WINGS,T07SS0263K
Singapore Disability Sports Council,S73SS0035B
The Salvation Army,T07CC3012G
Community Chest,T03CC1692B
Lions Befrienders Service Association,S95SS0076A
AWWA Ltd,201500785Z
APSN Ltd.,202018265W
Community Chest,T03CC1692B
Singapore Red Cross Society,S86CC0370E
Caregivers Alliance Limited,201131617N
Chen Su Lan Methodist Children's Home,S68SS0016K
Singapore Children's Society,S62SS0057G
The Straits Times School Pocket Money Fund,T11CC0007D
Singapore Buddhist Free Clinic,S69SS0009J
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Migrant Workers' Assistance Fund,T12CC0003C
TOUCH International Limited,200614290G
Ling Kwang Home for Senior Citizens,T08SS0070F
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Singapore Red Cross Society,S86CC0370E
Parkinson Society Singapore,S96SS0203J
Community Chest,T03CC1692B
Sathya Sai Social Service (Singapore),S96SS0160E
Assisi Hospice,201208993Z
Singapore Chinese Cultural Centre,201309577Z
Community Chest,T03CC1692B
Singapore Chinese Cultural Centre,201309577Z
NUHS Fund Limited,201203593Z
AWWA Ltd,201500785Z
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Caregivers Alliance Limited,201131617N
SMA CHARITY FUND,201305017E
NCCS Cancer Fund,201624016E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Children's Aid Society,S62SS0031K
Singapore Red Cross Society,S86CC0370E
Children's Cancer Foundation,201934434R
Children's Wishing Well,200201465K
The RICE Company Limited,201408699H
Community Chest,T03CC1692B
Autism Association (Singapore),S92SS0124D
Autism Association (Singapore),S92SS0124D
Singapore Cancer Society,S65SS0033F
Autism Association (Singapore),S92SS0124D
The Finger Players Ltd,199905145W
Community Chest,T03CC1692B
Special Olympics Singapore,S91SS0003B
Singapore University of Social Sciences,200504979Z
Community Chest,T03CC1692B
Life Community Services Society,S96SS0100H
National Arthritis Foundation,S84SS0010J
HEALTHSERVE LTD,200615440H
ACRES,T01SS0121K
Community Chest,T03CC1692B
EAGLES MEDIATION & COUNSELLING CENTRE LTD.,201904577Z
Community Chest,T03CC1692B
Singapore Association for Mental Health,S68SS0038A
SHINE Children and Youth Services,S76SS0021F
Community Chest,T03CC1692B
NCCS Cancer Fund,201624016E
Singapore Red Cross Society,S86CC0370E
Singapore Cancer Society,S65SS0033F
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Dover Park Hospice,S92SS0138D
Dementia Singapore Ltd,202111519K
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
YMCA of Singapore,S61SS0045E
EtonHouse Community Fund Limited,201312095N
Children's Cancer Foundation,201934434R
Community Chest,T03CC1692B
YMCA of Singapore,S61SS0045E
Playeum Ltd,201333807K
Singapore Red Cross Society,S86CC0370E
NCCS Cancer Fund,201624016E
Community Chest,T03CC1692B
Society for the Prevention of Cruelty to Animals,S61SS0060B
Samaritans of Singapore,S69SS0047D
Community Chest,T03CC1692B
Children's Cancer Foundation,201934434R
Community Chest,T03CC1692B
Guide Dogs Singapore Ltd.,200302260G
365 Cancer Prevention Society,T03SS0046H
Community Chest,T03CC1692B
Woodbridge Hospital Charity Fund,201940371M
Singapore Red Cross Society,S86CC0370E
Society for the Aged Sick,S68SS0022J
Chinese Development Assistance Council,199202625K
Autism Resource Centre (S),S99SS0148L
Singapore Association for Mental Health,S68SS0038A
Community Chest,T03CC1692B
Marymount Centre,201402049Z
The Food Bank Singapore Ltd,201200654E
Singapore Red Cross Society,S86CC0370E
Parkinson Society Singapore,S96SS0203J
SPD (formerly Society for the Physically Disabled),S64SS0052D
Lions Befrienders Service Association,S95SS0076A
Community Chest,T03CC1692B
Loving Heart Multi-Service Centre (Jurong),T04SS0129D
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Caregivers Alliance Limited,201131617N
REACH Community Services Society,S98SS0144L
Community Chest,T03CC1692B
SUN-DAC,S93SS0060K
SATA COMMHEALTH,194700119G
The RICE Company Limited,201408699H
Community Chest,T03CC1692B
Singapore University of Social Sciences,200504979Z
Community Chest,T03CC1692B
The RICE Company Limited,201408699H
HEB-Ashram Halfway House,T09CC0009L
The Observatory Music Ltd.,201102790R
Beautiful People SG Ltd,201525056H
Singapore Cancer Society,S65SS0033F
Autism Resource Centre (S),S99SS0148L
Children's Wishing Well,200201465K
The Red Pencil (Singapore),201113675E
Club Rainbow (Singapore),S92SS0137H
Community Chest,T03CC1692B
Save Our Street Dogs,T12SS0058C
Singapore Red Cross Society,S86CC0370E
Society for the Prevention of Cruelty to Animals,S61SS0060B
SINGAPORE NATIONAL STROKE ASSOCIATION,S96SS0196G
Bartley Community Care Services,T01SS0004H
The RICE Company Limited,201408699H
Community Chest,T03CC1692B
Cat Welfare Society,S99SS0144E
The RICE Company Limited,201408699H
The Community Justice Centre,201231446R
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Chinese Development Assistance Council,199202625K
St. Andrew's Mission Hospital,T08CC3017C
Children's Aid Society,S62SS0031K
Community Chest,T03CC1692B
Children's Cancer Foundation,201934434R
Singapore Association for Mental Health,S68SS0038A
REACH Community Services Society,S98SS0144L
Daughters Of Tomorrow Limited,201425430M
Parkinson Society Singapore,S96SS0203J
Singapore Symphonia Company Limited,197801125M
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Singapore Association for Mental Health,S68SS0038A
AMBULANCE WISH (SINGAPORE) LTD.,201916704W
KKH Health Fund,201624016E
Save Our Street Dogs,T12SS0058C
Singapore Red Cross Society,S86CC0370E
Singapore Buddhist Free Clinic,S69SS0009J
Children's Wishing Well,200201465K
NUHS Fund Limited,201203593Z
JurongHealth Fund,201118604G
Singapore Cancer Society,S65SS0033F
The National Kidney Foundation,200104750M
Samaritans of Singapore,S69SS0047D
Community Chest,T03CC1692B
Lakeside Family Services,S97SS0022B
Lakeside Family Services,S97SS0022B
Community Chest,T03CC1692B
I Love Children,T05SS0233G
Free Food For All Limited,201503391Z
Lakeside Family Services,S97SS0022B
Community Chest,T03CC1692B
Parkinson Society Singapore,S96SS0203J
AWWA Ltd,201500785Z
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Singapore Red Cross Society,S86CC0370E
St. Andrew's Mission Hospital,T08CC3017C
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Stroke Support Station,201503222G
New Life Community Services,T00SS0057E
Parkinson Society Singapore,S96SS0203J
Society for the Aged Sick,S68SS0022J
TalentTrust Singapore,201430501R
National University of Singapore,200604346E
Limitless,201713769M
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Animal Lovers League,T02SS0040E
REACH Community Services Society,S98SS0144L
Friends of the Disabled Society,T00SS0207F
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Aidha Ltd,201006653E
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Canossaville Children and Community Services,S87CC0462K
Oasis Second Chance Animal Shelter Ltd,201406657D
AMBULANCE WISH (SINGAPORE) LTD.,201916704W
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
Community Chest,T03CC1692B
Boys' Town,201534576H
REACH Community Services Society,S98SS0144L
Focus on the Family Singapore Limited,200108115N
Autism Association (Singapore),S92SS0124D
REACH Community Services Society,S98SS0144L
Community Chest,T03CC1692B
Parkinson Society Singapore,S96SS0203J
Singapore University of Social Sciences,200504979Z
Sikh Welfare Council,S98SS0018L
Woodlands Social Centre,S99SS0135G
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
Hope Initiative Alliance,T04SS0054D
Young Women's Christian Association of Singapore,S61SS0075J
Young Women's Christian Association of Singapore,S61SS0075J
St Luke's ElderCare Ltd,199904873Z
Society for the Prevention of Cruelty to Animals,S61SS0060B
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Lakeside Family Services,S97SS0022B
Singapore Red Cross Society,S86CC0370E
Community Chest,T03CC1692B
The Helping Hand,S88SS0058F
Lions Befrienders Service Association,S95SS0076A
WWFS Conservation Fund,T06CC1999F
Singapore Cancer Society,S65SS0033F
Daughters Of Tomorrow Limited,201425430M
Community Chest,T03CC1692B
Bethesda Care Services,S96SS0146D
Habitat for Humanity Singapore Ltd,200201617W
Dyslexia Association of Singapore Limited,202114767K
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Yellow Ribbon Fund,T04CC1808H
NGEE ANN POLYTECHNIC FUND,T08CC3009A
VIVA Foundation for Children with Cancer,200601578E
Limitless,201713769M
Community Chest,T03CC1692B
SUN-DAC,S93SS0060K
Children's Wishing Well,200201465K
Epilepsy Care Group (Singapore),S95SS0164F
SGH Health Development Fund,201624016E
SHINE Children and Youth Services,S76SS0021F
aLife Ltd,200204369H
Operation Hope Foundation,200104386W
NTUC - U Care Fund,T09CC0008D
Community Chest,T03CC1692B
The Food Bank Singapore Ltd,201200654E
Lions Befrienders Service Association,S95SS0076A
NGEE ANN POLYTECHNIC FUND,T08CC3009A
Singapore Anti-Narcotics Association,S72SS0018H
SPD (formerly Society for the Physically Disabled),S64SS0052D
Oasis Second Chance Animal Shelter Ltd,201406657D
Fei Yue Family Service Centre,S94SS0031G
"LOVE, NILS LTD.",201724930Z
Hope Initiative Alliance,T04SS0054D
Singapore Hospice Council,S95SS0013E
Hope Initiative Alliance,T04SS0054D
Hope Initiative Alliance,T04SS0054D
Hope Initiative Alliance,T04SS0054D
Singapore Cancer Society,S65SS0033F
Hope Initiative Alliance,T04SS0054D
Hope Initiative Alliance,T04SS0054D
Riding For The Disabled Association of Singapore,S82SS0081H
CLEMENTI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,S95CC1101F
Hope Initiative Alliance,T04SS0054D
SGH Health Development Fund,201624016E
Thye Hua Kwan Nursing Home Limited,201323219Z
VIVA Foundation for Children with Cancer,200601578E
Community Chest,T03CC1692B
National Healthcare Group Fund,201623926M
Compassion Fund,200904371Z
Community Chest,T03CC1692B
Oasis Second Chance Animal Shelter Ltd,201406657D
Society for the Prevention of Cruelty to Animals,S61SS0060B
Canossaville Children and Community Services,S87CC0462K
ACRES,T01SS0121K
ACRES,T01SS0121K
Canossaville Children and Community Services,S87CC0462K
Canossaville Children and Community Services,S87CC0462K
Lakeside Family Services,S97SS0022B
Canossaville Children and Community Services,S87CC0462K
Canossaville Children and Community Services,S87CC0462K
SPD (formerly Society for the Physically Disabled),S64SS0052D
Singapore Disability Sports Council,S73SS0035B
NCCS Cancer Fund,201624016E
Lions Befrienders Service Association,S95SS0076A
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Community Chest,T03CC1692B
Club Rainbow (Singapore),S92SS0137H
Taman Jurong CCC Community Development and Welfare Fund,S87CC0501H
Casa Raudha Ltd.,201713778N
National University of Singapore,200604346E
National University of Singapore,200604346E
Boys' Town,201534576H
National Arthritis Foundation,S84SS0010J
My Community Limited,202000632R
KKH Health Fund,201624016E
Mercy Relief,200306035Z
Canossaville Children and Community Services,S87CC0462K
Dyslexia Association of Singapore Limited,202114767K
President's Challenge,T03CC1692B
Nature Society (Singapore),S61SS0142H
Singapore Red Cross Society,S86CC0370E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
AWWA Ltd,201500785Z
Limitless,201713769M
Cerebral Palsy Alliance Singapore,S60SS0003K
Children's Cancer Foundation,201934434R
Club Rainbow (Singapore),S92SS0137H
Children's Cancer Foundation,201934434R
Society for the Prevention of Cruelty to Animals,S61SS0060B
Causes For Animals (Singapore) Limited,201314186Z
Lions Befrienders Service Association,S95SS0076A
YMCA of Singapore,S61SS0045E
DYSLEXIA ASSOCIATION OF SINGAPORE,S91SS0096B
Boys' Town,201534576H
NHCS Heart To Heart Fund,201624016E
Society for the Prevention of Cruelty to Animals,S61SS0060B
Singapore Ice Hockey Association,T02SS0138C
Lakeside Family Services,S97SS0022B
Chen Su Lan Methodist Children's Home,S68SS0016K
Leukemia & Lymphoma Foundation,T02SS0150A
Dyslexia Association of Singapore Limited,202114767K
Autism Resource Centre (S),S99SS0148L
The Bone Marrow Donor Programme,S93SS0141J
Lions Befrienders Service Association,S95SS0076A
NCCS Cancer Fund,201624016E
YMCA of Singapore,S61SS0045E
Dyslexia Association of Singapore Limited,202114767K
Ren Ci Hospital,201018593M
Children's Wishing Well,200201465K
YMCA of Singapore,S61SS0045E
Special Olympics Singapore,S91SS0003B
Presbyterian Community Services,S75SS0022H
Presbyterian Community Services,S75SS0022H
Presbyterian Community Services,S75SS0022H
Make-A-Wish Foundation (S) Ltd,200201965D
Hope Initiative Alliance,T04SS0054D
SPD (formerly Society for the Physically Disabled),S64SS0052D
Children's Cancer Foundation,201934434R
Presbyterian Community Services,S75SS0022H
Community Chest,T03CC1692B
SPD (formerly Society for the Physically Disabled),S64SS0052D
Sathya Sai Social Service (Singapore),S96SS0160E
Ling Kwang Home for Senior Citizens,T08SS0070F
Ling Kwang Home for Senior Citizens,T08SS0070F
Food From The Heart,200721064R
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Society for the Prevention of Cruelty to Animals,S61SS0060B
Dyslexia Association of Singapore Limited,202114767K
Focus on the Family Singapore Limited,200108115N
VIVA Foundation for Children with Cancer,200601578E
Cheng Hong Welfare Service Society,T04SS0148G
Singapore Red Cross Society,S86CC0370E
Lakeside Family Services,S97SS0022B
National University of Singapore,200604346E
Singapore Red Cross Society,S86CC0370E
The Community Foundation of Singapore,200817758M
REACH Community Services Society,S98SS0144L
My Community,T10SS0125C
Lakeside Family Services,S97SS0022B
The Food Bank Singapore Ltd,201200654E
Parkinson Society Singapore,S96SS0203J
Canossaville Children and Community Services,S87CC0462K
Voices For Animals,T14SS0132G
Project Smile Limited,201406530G
Conservation International Singapore Conservation Trust,T17CC0001C
Bizlink Centre (S) Ltd,199500566R
Conservation International Singapore Conservation Trust,T17CC0001C
Conservation International Singapore Conservation Trust,T17CC0001C
Autism Association (Singapore),S92SS0124D
Halogen Foundation (Singapore),200308081M
Halogen Foundation (Singapore),200308081M
Ling Kwang Home for Senior Citizens,T08SS0070F
Make-A-Wish Foundation (S) Ltd,200201965D
Community Chest,T03CC1692B
Extraordinary People Limited,201719854W
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Lions Befrienders Service Association,S95SS0076A
Make-A-Wish Foundation (S) Ltd,200201965D
Leukemia & Lymphoma Foundation,T02SS0150A
The Bone Marrow Donor Programme,S93SS0141J
Make-A-Wish Foundation (S) Ltd,200201965D
Community Chest,T03CC1692B
Make-A-Wish Foundation (S) Ltd,200201965D
Equal-Ark Singapore Ltd,201536378N
Canossaville Children and Community Services,S87CC0462K
Community Chest,T03CC1692B
Make-A-Wish Foundation (S) Ltd,200201965D
IC@RE HUB LTD.,201307803W
Autism Resource Centre (S),S99SS0148L
Food From The Heart,200721064R
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Garden City Fund,T02CC1634C
Metta Welfare Association,S94SS0081K
MILK Fund,T04SS0150L
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Singapore Disability Sports Council,S73SS0035B
ACRES,T01SS0121K
Dyslexia Association of Singapore Limited,202114767K
Community Chest,T03CC1692B
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SPD (formerly Society for the Physically Disabled),S64SS0052D
AWARE,S85SS0089B
Assisi Hospice,201208993Z
The Greenhouse Community Services Ltd,202008502N
Epilepsy Care Group (Singapore),S95SS0164F
The Food Bank Singapore Ltd,201200654E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Singapore Association for Mental Health,S68SS0038A
Community Chest,T03CC1692B
Society for the Prevention of Cruelty to Animals,S61SS0060B
Make-A-Wish Foundation (S) Ltd,200201965D
Lakeside Family Services,S97SS0022B
Majulah Community,201021626N
Singapore Association for Mental Health,S68SS0038A
Canossaville Children and Community Services,S87CC0462K
EAGLES MEDIATION & COUNSELLING CENTRE LTD.,201904577Z
ACRES,T01SS0121K
Community Chest,T03CC1692B
Parkinson Society Singapore,S96SS0203J
Singapore Red Cross Society,S86CC0370E
Singapore Association for Mental Health,S68SS0038A
HCA Hospice Limited,202114297R
Singapore Red Cross Society,S86CC0370E
KKH Health Fund,201624016E
WWFS Conservation Fund,T06CC1999F
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
YMCA of Singapore,S61SS0045E
Dyslexia Association of Singapore Limited,202114767K
Community Chest,T03CC1692B
Canossaville Children and Community Services,S87CC0462K
Food From The Heart,200721064R
REACH Community Services Society,S98SS0144L
Make-A-Wish Foundation (S) Ltd,200201965D
CampusImpact,T06SS0077A
HCA Hospice Limited,202114297R
SGH Health Development Fund,201624016E
Mercy Relief,200306035Z
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
SPD (formerly Society for the Physically Disabled),S64SS0052D
Kampung Senang Charity & Education Foundation,S99SS0044C
Lions Befrienders Service Association,S95SS0076A
ACRES,T01SS0121K
Community Chest,T03CC1692B
REACH Community Services Society,S98SS0144L
Save Our Street Dogs,T12SS0058C
Vision 2030 Fund,T14CC0007H
Children's Charities Association,S66SS0023F
The New Charis Mission,T06SS0166B
Singapore Red Cross Society,S86CC0370E
